student_id,birth_date,state,campus,employment_type,declared_income_monthly,created_at
S001521,1995-05-07,SC,Campus Norte,Estágio,5491.92,2022-05-12
S001522,1997-10-26,SC,Online,CLT,647.7,2024-10-02
S001523,1995-08-19,PE,Campus Sul,Freelancer,1067.03,2024-07-23
S001524,1998-12-27,PR,Campus Sul,Sem renda,1777.57,2022-12-25
S001525,1996-04-06,RJ,Online,Estágio,2637.97,2024-07-26
S001526,1997-11-06,SP,Campus Norte,Estágio,162.04,2022-03-31
S001527,2002-03-09,PE,Campus Sul,Estágio,2825.89,2022-05-17
S001528,2003-08-14,PR,Online,Sem renda,3483.01,2024-01-26
S001529,2007-02-17,CE,Campus Norte,Estágio,1748.61,2024-07-12
S001530,2004-05-07,PR,Online,Estágio,2149.78,2022-05-30
S001531,1995-07-11,DF,Centro,Estágio,1040.92,2024-03-23
S001532,2008-01-09,DF,Campus Norte,CLT,836.64,2023-11-01
S001533,1995-08-15,RS,Centro,Bolsista,3180.88,2023-05-12
S001534,1995-03-16,BA,Campus Norte,Sem renda,1137.03,2022-12-16
S001535,2009-10-04,SC,Campus Norte,Freelancer,2332.01,2024-03-11
S001536,2004-02-22,SC,Campus Sul,Estágio,2725.85,2022-11-11
S001537,1995-06-06,RJ,Online,Estágio,420.11,2024-12-26
S001538,2003-08-23,DF,Campus Norte,CLT,1685.05,2024-12-06
S001539,2006-07-23,PE,Campus Norte,Bolsista,1021.23,2022-01-10
S001540,2008-07-25,DF,Centro,Sem renda,1935.04,2023-05-04
S001541,2003-02-01,CE,Campus Norte,Estágio,804.48,2023-11-22
S001542,2003-11-22,RS,Campus Norte,Estágio,1512.03,2022-07-17
S001543,2004-12-06,SC,Centro,Freelancer,5502.43,2023-11-01
S001544,1999-09-21,RJ,Campus Norte,CLT,2876.64,2024-03-20
S001545,1996-02-08,PR,Campus Sul,Sem renda,1323.52,2022-12-22
S001546,2009-07-21,RJ,Online,Bolsista,2655.74,2024-07-28
S001547,2002-02-22,SP,Campus Norte,Bolsista,2247.71,2024-01-26
S001548,2008-02-07,PE,Centro,Freelancer,3349.75,2024-10-20
S001549,2006-12-18,SP,Campus Sul,Sem renda,987.88,2022-12-18
S001550,2001-02-20,PE,Online,Freelancer,2364.67,2024-03-06
S001551,2005-06-06,PE,Campus Sul,Bolsista,904.75,2023-10-14
S001552,1994-02-11,RJ,Centro,Sem renda,10122.33,2024-07-08
S001553,1997-09-21,PE,Centro,Estágio,1679.4,2022-01-28
S001554,2002-01-20,SC,Centro,Estágio,1486.99,2023-04-30
S001555,1996-04-20,SP,Campus Sul,CLT,1598.97,2024-10-18
S001556,2000-04-05,SP,Campus Sul,Sem renda,2837.61,2023-05-03
S001557,1995-12-11,SC,Centro,Bolsista,1202.23,2022-03-23
S001558,1993-07-21,SP,Centro,Sem renda,1425.89,2023-04-15
S001559,1999-06-08,PE,Campus Sul,Estágio,252.42,2023-05-24
S001560,2002-10-28,PR,Campus Norte,Estágio,435.94,2024-06-24
S001561,2009-02-28,BA,Campus Sul,Estágio,1442.34,2022-04-17
S001562,2005-04-05,PE,Online,Sem renda,942.87,2023-02-23
S001563,2002-09-03,PR,Centro,Estágio,1378.51,2022-12-03
S001564,2003-04-14,PE,Campus Norte,Estágio,3214.07,2023-08-08
S001565,1991-08-21,BA,Centro,Freelancer,1205.33,2024-09-12
S001566,2007-06-13,DF,Online,Freelancer,1655.78,2024-05-15
S001567,1993-10-24,BA,Campus Sul,Freelancer,2126.89,2024-09-14
S001568,2009-07-14,RJ,Campus Sul,Bolsista,1314.11,2023-09-07
S001569,1992-03-18,PE,Campus Sul,Freelancer,3322.4,2024-08-07
S001570,2000-08-10,PE,Campus Sul,Freelancer,1649.09,2022-05-28
S001571,1999-03-23,CE,Centro,Freelancer,1859.14,2023-01-24
S001572,2009-01-28,MG,Campus Norte,Freelancer,2686.04,2024-10-03
S001573,1997-07-13,MG,Centro,Bolsista,1413.8,2024-09-29
S001574,2000-11-19,SP,Centro,Freelancer,3178.94,2022-09-12
S001575,1997-10-06,PE,Online,Sem renda,3032.14,2023-06-07
S001576,1998-09-23,RJ,Online,Sem renda,1476.35,2022-04-29
S001577,1997-07-24,MG,Campus Norte,Sem renda,1288.58,2024-01-11
S001578,2009-12-22,RS,Campus Sul,CLT,1654.71,2024-07-21
S001579,2005-05-08,BA,Campus Sul,Estágio,813.46,2022-11-27
S001580,2009-02-25,CE,Campus Sul,CLT,1285.09,2024-02-27
S001581,1997-12-19,PR,Centro,Sem renda,404.4,2023-01-22
S001582,1996-03-27,PR,Campus Norte,Estágio,1918.02,2024-10-22
S001583,1992-11-13,PE,Centro,Estágio,1602.59,2022-07-02
S001584,2006-11-19,DF,Centro,Estágio,3735.98,2022-10-20
S001585,2001-12-07,PR,Campus Sul,Bolsista,4265.47,2023-09-23
S001586,2009-03-27,PR,Campus Norte,Estágio,1266.07,2024-05-05
S001587,1993-07-21,RS,Campus Norte,Estágio,1715.63,2022-12-28
S001588,1998-03-23,PE,Online,Freelancer,1295.62,2024-10-26
S001589,2006-08-19,RJ,Campus Sul,CLT,1635.15,2022-05-01
S001590,2004-04-09,MG,Campus Norte,Freelancer,1228.09,2024-06-21
S001591,2006-11-06,SP,Centro,Estágio,666.97,2022-09-13
S001592,2001-02-11,RS,Campus Norte,Bolsista,3089.61,2024-09-20
S001593,2006-01-02,SP,Centro,Sem renda,2412.38,2022-03-27
S001594,2006-04-17,CE,Centro,Sem renda,3149.22,2024-12-01
S001595,2001-08-16,SC,Online,Sem renda,2441.19,2023-11-21
S001596,1998-11-11,MG,Centro,Sem renda,5532.6,2024-01-10
S001597,1997-07-20,MG,Centro,CLT,5547.53,2023-11-08
S001598,2006-01-15,SP,Campus Norte,Sem renda,623.64,2022-10-12
S001599,2009-10-04,BA,Campus Sul,Freelancer,1368.08,2023-05-25
S001600,1998-08-20,SP,Campus Norte,Estágio,977.1,2024-11-20
S001601,1996-11-07,BA,Centro,Bolsista,4925.65,2023-10-22
S001602,2009-11-12,RS,Centro,Estágio,1623.19,2023-10-29
S001603,1995-04-20,MG,Campus Norte,Freelancer,1359.15,2022-06-16
S001604,1998-07-16,BA,Centro,Sem renda,1764.91,2022-07-25
S001605,1997-05-20,RJ,Centro,Estágio,1811.33,2024-12-01
S001606,1991-12-17,RJ,Centro,Sem renda,2578.39,2022-06-28
S001607,2000-11-18,SC,Centro,Bolsista,1295.05,2024-07-02
S001608,2006-08-22,PE,Campus Sul,Sem renda,2927.52,2022-12-16
S001609,2007-02-14,CE,Campus Norte,Estágio,634.37,2023-10-31
S001610,1997-05-08,MG,Campus Sul,Bolsista,856.48,2022-09-10
S001611,2005-09-21,CE,Online,Freelancer,253.56,2023-11-13
S001612,2002-10-25,RJ,Campus Sul,Freelancer,406.56,2023-12-04
S001613,1997-12-24,SP,Centro,Sem renda,6655.15,2024-06-13
S001614,2002-04-09,SP,Centro,Estágio,584.83,2022-07-02
S001615,1999-12-19,SC,Centro,Estágio,1861.04,2022-08-26
S001616,1991-06-05,PR,Campus Sul,Freelancer,2765.39,2022-01-04
S001617,2000-01-19,RS,Campus Sul,Estágio,1959.27,2024-05-17
S001618,1999-06-26,BA,Centro,CLT,1050.39,2024-11-30
S001619,1991-04-04,RS,Campus Norte,Estágio,1835.81,2024-08-01
S001620,1999-03-27,PE,Campus Norte,Sem renda,1691.23,2024-10-20
S001621,1995-03-20,SP,Online,Freelancer,334.86,2022-03-12
S001622,1999-05-17,SC,Centro,Estágio,1713.53,2024-09-06
S001623,2003-08-10,PE,Centro,Estágio,2697.59,2023-11-14
S001624,2005-12-07,SP,Campus Sul,CLT,3787.58,2023-04-06
S001625,2008-03-28,BA,Campus Sul,CLT,3096.14,2022-11-23
S001626,2009-09-13,PR,Campus Norte,Freelancer,1238.58,2023-12-15
S001627,1997-07-03,BA,Centro,Bolsista,1994.64,2023-02-04
S001628,1992-07-04,PR,Campus Norte,Estágio,2158.91,2022-04-21
S001629,2000-08-21,CE,Centro,Freelancer,1663.89,2024-09-15
S001630,2000-03-07,PR,Campus Norte,Sem renda,454.32,2022-01-19
S001631,1998-12-28,RS,Campus Sul,CLT,1336.84,2022-10-30
S001632,1997-07-22,BA,Centro,CLT,1479.07,2022-07-16
S001633,1998-08-06,SP,Campus Norte,CLT,1568.63,2024-11-21
S001634,1999-10-14,DF,Campus Norte,Freelancer,1079.81,2024-04-07
S001635,2002-01-04,MG,Centro,CLT,3944.55,2022-12-20
S001636,1997-12-26,RS,Campus Sul,Estágio,644.37,2024-08-07
S001637,1997-05-21,CE,Campus Norte,Sem renda,1312.25,2022-09-03
S001638,2006-02-04,RJ,Campus Norte,Estágio,2562.33,2024-11-09
S001639,2002-01-19,DF,Campus Norte,Freelancer,2078.46,2023-07-15
S001640,2006-10-06,SC,Centro,CLT,4103.62,2024-06-07
S001641,2000-10-05,PE,Online,Sem renda,834.27,2023-01-14
S001642,1997-12-01,RS,Centro,Estágio,1265.45,2024-12-21
S001643,1994-02-17,BA,Campus Norte,Estágio,1995.33,2022-09-12
S001644,2003-11-04,PR,Campus Sul,Estágio,2786.26,2023-01-04
S001645,2009-09-15,MG,Campus Norte,Freelancer,1647.94,2022-09-21
S001646,1991-04-21,DF,Campus Sul,Freelancer,1330.67,2022-03-13
S001647,2007-02-17,RS,Campus Sul,CLT,2239.79,2022-12-18
S001648,1996-11-01,DF,Campus Sul,CLT,557.58,2024-11-29
S001649,2000-11-18,PE,Centro,Sem renda,695.94,2023-10-03
S001650,1993-06-20,BA,Campus Norte,Estágio,3642.38,2022-07-22
S001651,2008-04-02,RJ,Campus Sul,CLT,2004.43,2023-03-17
S001652,2005-10-18,PE,Campus Norte,Estágio,2077.72,2022-09-21
S001653,1996-02-18,PR,Campus Sul,Estágio,1291.11,2022-12-01
S001654,1997-08-03,BA,Campus Norte,Estágio,1365.83,2022-10-21
S001655,1992-04-03,MG,Centro,CLT,4670.46,2023-01-30
S001656,1998-10-22,SP,Campus Sul,Estágio,742.59,2022-12-02
S001657,1996-03-11,RJ,Campus Sul,Sem renda,1609.24,2022-02-23
S001658,2002-02-09,CE,Centro,Estágio,1485.24,2024-04-13
S001659,2007-06-21,PE,Online,Estágio,1801.45,2023-07-14
S001660,2005-04-09,SP,Campus Sul,Sem renda,3367.28,2023-04-01
S001661,1997-02-26,MG,Campus Sul,Bolsista,675.03,2023-09-20
S001662,1991-08-04,BA,Campus Sul,Freelancer,1114.86,2023-08-01
S001663,1992-05-20,CE,Online,Estágio,274.62,2023-10-14
S001664,1997-03-12,SC,Centro,Freelancer,1584.89,2024-12-24
S001665,1992-10-28,DF,Centro,Estágio,1351.6,2023-06-15
S001666,2009-11-17,PR,Online,Estágio,2499.74,2022-10-20
S001667,1997-10-24,PR,Centro,Freelancer,1364.82,2024-01-29
S001668,2002-11-20,RJ,Campus Norte,Bolsista,4109.98,2024-06-17
S001669,1998-08-17,RS,Campus Sul,CLT,1124.92,2024-12-02
S001670,2002-05-21,SP,Online,Sem renda,702.64,2024-04-12
S001671,1999-02-21,PR,Centro,Freelancer,890.63,2022-07-11
S001672,2004-10-02,SP,Online,Estágio,2635.48,2024-10-06
S001673,2009-07-22,DF,Campus Norte,Freelancer,2243.93,2024-09-09
S001674,1994-09-22,CE,Centro,Sem renda,491.5,2022-09-13
S001675,1997-01-20,RJ,Campus Sul,CLT,895.23,2022-01-15
S001676,1996-12-18,CE,Online,Estágio,1576.04,2024-12-17
S001677,2008-10-15,DF,Centro,Freelancer,1038.29,2024-12-08
S001678,2002-03-03,SP,Campus Sul,Estágio,2498.78,2023-12-25
S001679,2008-07-16,SC,Online,CLT,2110.71,2022-08-20
S001680,1999-11-08,PR,Campus Sul,CLT,1475.1,2022-08-30
S001681,2000-05-16,RS,Campus Norte,Freelancer,4207.11,2024-03-17
S001682,2003-05-21,CE,Centro,Sem renda,3964.38,2024-08-06
S001683,1994-01-12,BA,Centro,Estágio,18961.05,2023-09-04
S001684,1998-02-01,BA,Campus Norte,Estágio,881.34,2024-04-03
S001685,1998-01-04,SP,Centro,Bolsista,1654.47,2024-12-19
S001686,1993-03-14,BA,Online,Sem renda,953.24,2022-11-15
S001687,2001-04-16,MG,Online,Estágio,1196.85,2024-05-27
S001688,2004-09-26,CE,Centro,Estágio,2367.3,2024-06-18
S001689,2004-03-12,MG,Centro,Estágio,995.91,2023-02-11
S001690,2006-04-10,CE,Campus Sul,Estágio,4340.23,2023-11-10
S001691,2008-03-22,PR,Campus Norte,CLT,1074.59,2023-06-29
S001692,2006-07-16,BA,Campus Norte,Sem renda,2648.89,2022-09-18
S001693,1999-07-17,PR,Centro,Freelancer,5253.04,2024-03-07
S001694,2005-02-04,RS,Campus Sul,CLT,1443.01,2023-12-06
S001695,1993-01-25,PR,Campus Sul,CLT,441.08,2023-12-02
S001696,1996-10-24,PE,Centro,CLT,12427.53,2023-08-01
S001697,1994-02-25,MG,Centro,Estágio,1127.25,2024-11-13
S001698,2004-04-09,CE,Centro,Estágio,3253.15,2023-05-22
S001699,1996-04-16,SC,Campus Sul,CLT,829.27,2024-10-25
S001700,2004-04-28,PE,Centro,Sem renda,3781.12,2023-04-15
S001701,2006-03-13,SC,Centro,Estágio,17336.85,2022-10-27
S001702,1996-01-20,DF,Campus Sul,CLT,2323.0,2024-02-18
S001703,1996-09-10,DF,Campus Norte,Estágio,550.84,2023-03-31
S001704,1999-07-16,PR,Campus Sul,Sem renda,1411.06,2022-04-16
S001705,2000-02-09,RS,Centro,Estágio,1470.18,2024-05-06
S001706,2002-06-02,RJ,Campus Norte,Bolsista,328.89,2023-10-21
S001707,2003-05-16,RS,Online,Estágio,2300.38,2024-06-01
S001708,2004-05-16,SP,Centro,Sem renda,506.76,2022-07-18
S001709,2009-11-18,RJ,Campus Sul,Freelancer,1106.21,2024-01-09
S001710,1998-12-25,BA,Campus Sul,Sem renda,1324.18,2023-05-03
S001711,2001-04-19,PR,Campus Norte,Estágio,2805.19,2022-09-25
S001712,2006-01-19,CE,Campus Norte,Estágio,2038.23,2023-01-26
S001713,2003-12-15,MG,Campus Norte,CLT,447.95,2023-12-04
S001714,2000-12-16,RJ,Centro,Bolsista,765.01,2022-11-11
S001715,2008-03-07,CE,Online,CLT,1238.74,2023-12-13
S001716,1998-08-21,SP,Centro,Sem renda,3124.98,2022-05-19
S001717,1994-07-17,RS,Campus Norte,Estágio,4401.0,2022-02-14
S001718,2004-10-09,SP,Campus Sul,Bolsista,2623.83,2022-04-04
S001719,1991-01-26,SP,Campus Norte,Estágio,3623.92,2024-03-25
S001720,1994-11-18,SC,Campus Sul,CLT,944.34,2022-12-05
S001721,1995-09-13,SC,Centro,Estágio,2475.95,2023-07-11
S001722,2003-03-01,BA,Campus Norte,Estágio,1166.78,2022-01-19
S001723,1993-08-17,MG,Campus Norte,Estágio,1436.69,2023-09-14
S001724,2002-05-23,MG,Campus Sul,Sem renda,1975.1,2023-04-04
S001725,2008-09-08,RS,Centro,Sem renda,915.43,2023-07-23
S001726,2005-05-28,RS,Campus Sul,Freelancer,1346.78,2023-05-25
S001727,2003-09-04,RJ,Campus Sul,Freelancer,4557.86,2024-01-26
S001728,1999-02-23,CE,Campus Sul,Freelancer,2330.71,2022-10-01
S001729,1996-10-10,CE,Online,Estágio,720.81,2022-01-22
S001730,1998-04-24,PE,Campus Norte,Sem renda,2378.5,2022-02-02
S001731,1992-11-28,MG,Campus Sul,Sem renda,594.86,2022-08-06
S001732,1997-11-09,SP,Centro,Estágio,294.04,2023-02-27
S001733,1995-04-11,DF,Campus Sul,CLT,1241.0,2024-03-20
S001734,2005-08-08,MG,Campus Sul,Freelancer,637.61,2022-10-31
S001735,1994-02-16,DF,Campus Norte,CLT,1257.88,2022-12-27
S001736,2003-10-16,SC,Centro,CLT,882.27,2023-08-01
S001737,2009-05-06,SP,Campus Norte,CLT,4039.79,2023-01-20
S001738,2007-03-03,RJ,Centro,Estágio,2028.64,2024-04-04
S001739,2006-12-17,PE,Campus Norte,Freelancer,604.78,2022-01-25
S001740,2006-07-13,CE,Online,Estágio,6396.67,2022-03-31
S001741,2005-04-25,SP,Centro,Bolsista,1567.49,2022-01-28
S001742,2009-02-18,PR,Centro,Estágio,1476.44,2022-06-24
S001743,2003-03-16,SC,Online,Estágio,1181.63,2022-12-01
S001744,2000-06-16,DF,Centro,CLT,239.18,2023-07-02
S001745,1992-02-01,SC,Campus Sul,Bolsista,1490.78,2023-08-31
S001746,2006-09-27,PE,Campus Sul,Estágio,624.19,2023-04-05
S001747,2009-04-14,BA,Campus Sul,Estágio,2351.34,2023-08-11
S001748,2002-11-13,PR,Campus Norte,Bolsista,4322.47,2022-08-19
S001749,1994-03-04,SP,Campus Sul,Sem renda,1491.28,2023-08-01
S001750,1998-02-20,BA,Online,Estágio,1367.44,2022-06-23
S001751,2008-10-05,BA,Campus Sul,Bolsista,2366.74,2023-01-07
S001752,1996-03-22,RJ,Centro,CLT,3128.59,2023-08-11
S001753,1998-02-09,PE,Centro,Bolsista,1648.92,2023-06-28
S001754,2007-01-28,MG,Campus Sul,Estágio,2820.67,2022-10-28
S001755,1999-03-13,PR,Online,Estágio,1957.69,2024-09-06
S001756,2007-02-19,PR,Campus Sul,CLT,3236.62,2022-10-24
S001757,2007-06-05,RJ,Centro,Estágio,332.83,2023-10-16
S001758,1994-07-16,PR,Centro,Freelancer,1617.72,2023-11-14
S001759,2005-11-08,MG,Campus Norte,Sem renda,3491.75,2024-12-29
S001760,1994-09-18,PE,Campus Sul,Estágio,1130.79,2024-05-13
S001761,1993-10-25,SP,Campus Sul,CLT,1501.99,2022-06-28
S001762,2002-06-01,RJ,Campus Sul,CLT,549.37,2024-01-13
S001763,1992-08-05,DF,Campus Sul,CLT,633.84,2023-12-17
S001764,1998-03-10,RS,Online,Sem renda,2534.81,2024-05-12
S001765,2002-04-27,PE,Centro,Estágio,2690.48,2022-08-29
S001766,2005-07-24,PR,Online,Freelancer,3477.31,2024-02-01
S001767,2008-12-04,SC,Online,Estágio,299.88,2022-11-20
S001768,2009-03-12,PE,Centro,CLT,719.3,2022-01-26
S001769,1991-07-05,PE,Online,Bolsista,2030.65,2022-10-14
S001770,1993-12-10,SP,Campus Norte,Estágio,2147.03,2024-06-28
S001771,2009-05-04,CE,Online,Bolsista,1586.96,2022-03-07
S001772,2004-09-06,PE,Online,Freelancer,7241.97,2024-07-19
S001773,1992-12-27,SP,Campus Sul,Sem renda,1544.21,2023-09-19
S001774,2002-07-06,DF,Campus Sul,Estágio,572.92,2024-02-13
S001775,2005-12-07,CE,Campus Sul,Freelancer,698.72,2024-03-14
S001776,2004-12-18,PE,Campus Sul,Freelancer,482.05,2024-08-17
S001777,1994-06-21,RS,Campus Norte,Sem renda,606.79,2022-12-04
S001778,2008-06-21,DF,Centro,Estágio,1895.01,2022-08-02
S001779,2007-06-20,CE,Campus Sul,Estágio,1451.38,2023-05-06
S001780,2000-03-18,SP,Campus Sul,Bolsista,2021.01,2022-01-23
S001781,2000-04-18,SC,Campus Norte,Estágio,669.78,2023-05-08
S001782,2001-02-19,PR,Centro,Estágio,1334.82,2024-09-17
S001783,2008-01-11,RJ,Campus Norte,Sem renda,548.19,2024-01-01
S001784,2000-07-17,RJ,Campus Norte,Bolsista,574.31,2023-12-30
S001785,2005-12-22,DF,Campus Norte,Estágio,1328.09,2024-10-28
S001786,2006-09-26,SP,Centro,Estágio,606.39,2024-02-22
S001787,1994-10-28,SP,Campus Norte,Freelancer,3350.4,2022-11-07
S001788,1995-02-21,SP,Online,Sem renda,1738.32,2023-03-18
S001789,2005-12-06,SC,Centro,Bolsista,1686.77,2024-12-07
S001790,1999-08-26,DF,Centro,Estágio,2203.63,2024-06-01
S001791,2008-12-25,RJ,Campus Norte,Bolsista,995.77,2022-06-03
S001792,2005-10-21,SP,Campus Norte,CLT,492.87,2022-01-31
S001793,2005-05-18,RJ,Campus Norte,Freelancer,1229.96,2022-06-28
S001794,1994-02-15,DF,Campus Norte,Sem renda,2615.63,2022-11-27
S001795,2007-05-19,BA,Campus Sul,Freelancer,426.95,2023-01-02
S001796,1995-05-16,CE,Campus Sul,Estágio,1978.5,2024-06-24
S001797,2005-02-19,CE,Campus Sul,Estágio,791.11,2023-08-11
S001798,1997-07-28,DF,Centro,Sem renda,1284.28,2024-06-21
S001799,1998-09-28,CE,Campus Norte,Estágio,1662.69,2022-06-20
S001800,1996-09-15,SP,Campus Sul,Sem renda,865.22,2022-03-29
S001463,1991-04-19,RJ,Campus Norte,Bolsista,1655.62,2023-12-29
S000511,2006-06-12,RS,Campus Sul,Sem renda,1750.17,2022-09-30
S000613,2003-11-05,PR,Campus Norte,CLT,1527.61,2022-05-18
S001323,2000-08-26,MG,Campus Sul,Sem renda,594.05,2023-09-28
S000994,2009-11-07,BA,Centro,Freelancer,1062.66,2022-05-19
S000191,2002-11-03,PR,Campus Sul,Sem renda,475.97,2023-09-11
S001717,1994-07-17,RS,Campus Norte,Estágio,4401.0,2022-02-14
S001049,1997-06-08,RJ,Campus Norte,Estágio,1736.6,2024-10-17
S001408,1991-09-07,SP,Centro,Bolsista,2140.93,2022-02-08
S000882,1991-12-16,MG,Campus Sul,CLT,1570.09,2022-07-03
S000901,2007-05-03,SC,Centro,CLT,837.18,2022-07-18
S001428,2000-01-06,RJ,Campus Norte,Estágio,1033.57,2023-09-08
S000159,2005-08-18,CE,Campus Sul,CLT,1011.63,2024-02-12
S001202,2000-01-24,CE,Centro,Freelancer,1508.25,2022-10-19
S000680,1999-06-15,SC,Centro,Sem renda,946.91,2022-07-10
S000121,2000-11-19,BA,Campus Sul,Sem renda,5455.57,2023-12-06
S001708,2004-05-16,SP,Centro,Sem renda,506.76,2022-07-18
S001628,1992-07-04,PR,Campus Norte,Estágio,2158.91,2022-04-21
S000276,1996-02-25,MG,Online,Estágio,4392.85,2022-04-08
S001214,1996-04-17,SP,Campus Norte,Sem renda,758.53,2023-10-06
S000383,2009-07-09,CE,Online,Sem renda,2249.83,2022-05-30
S000049,2003-11-23,SP,Campus Sul,Sem renda,1125.5,2022-09-26
S000538,1992-12-24,CE,Campus Norte,CLT,2075.59,2023-05-24
S000048,2007-07-22,MG,Campus Sul,Estágio,2514.94,2023-06-19
S001275,2006-09-28,CE,Online,Sem renda,2624.83,2022-01-17
S000109,2006-12-25,DF,Centro,Estágio,1676.38,2022-09-05
S000508,2007-03-19,PR,Centro,CLT,4941.9,2022-01-20
S000805,2007-02-09,CE,Centro,Estágio,248.41,2022-03-19
S001411,1999-07-19,RS,Campus Norte,Estágio,6256.24,2022-02-17
S001060,1993-02-28,BA,Online,CLT,3310.21,2023-07-30
S000259,1998-05-06,BA,Online,Estágio,1285.99,2024-09-22
S001106,2003-07-11,PE,Campus Sul,Freelancer,1581.28,2024-04-03
S000282,1997-08-02,SP,Centro,Sem renda,2905.29,2023-06-04
S001474,2003-04-16,BA,Campus Sul,Estágio,1210.5,2023-11-10
S000429,2004-06-01,MG,Campus Sul,Bolsista,859.57,2024-03-26
S000958,1996-04-24,BA,Centro,Estágio,1176.26,2023-02-23
